ID,timestamp,cpu_type,cpu_limit,ram_limit,cpu_usage,ram_usage,num_req,conc_lvl,latency
27823,2021-11-09 00:58:51,Intel Xeon Platinum 8360H,0.5,76M,0.242313,57978880.0,200,11,1119000
7004,2022-03-17 06:53:41,Intel Xeon Gold 5318S,0.3,896M,0.026711,49061888.0,100,51,5146000
25852,2021-11-12 02:00:46,AMD Ryzen 5 5500U,3.0,71M,0.449197,55218176.0,900,31,2896000
5587,2022-03-16 23:58:36,AMD EPYC 7763,1.0,640M,0.122919,50020352.0,500,41,4223000
51088,2021-11-10 14:55:46,Intel Core i5-11400T,2.0,75M,0.682154,65134592.0,900,51,5227000
18823,2021-10-29 07:02:21,Intel Xeon Gold 6314U,4.0,200M,0.268044,60866560.0,400,1,40000
42529,2022-03-19 05:44:14,AMD EPYC 7313,0.5,256M,0.191322,47443968.0,300,21,1864000
45410,2022-03-16 22:44:12,Intel Core i5-11400F,1.1,640M,0.060621,55713792.0,200,11,1115000
36970,2022-03-09 17:44:47,Intel Xeon Platinum 8362,0.1,512M,0.100447,58724352.0,400,51,78704000
24425,2021-11-13 08:47:12,Intel Xeon Silver 4314,3.5,66M,0.67342,58855424.0,800,21,1988000
24136,2022-03-16 16:39:02,Intel Xeon Platinum 8358,1.8,256M,0.281186,50888704.0,1000,31,2947000
21367,2022-03-17 06:52:42,Intel Xeon Gold 6330H,0.3,640M,0.017064,41508864.0,100,21,2005000
52212,2021-11-10 20:30:25,Intel Xeon Platinum 8380,1.0,73M,0.29853,58388480.0,300,81,8543000
40479,2022-03-18 18:33:48,Intel Xeon Gold 5320H,1.6,512M,0.0,37564416.0,100,1,30000
23134,2022-03-19 01:28:37,Intel Xeon Gold 6312U,1.0,128M,0.283819,49344512.0,1000,31,2964000
53942,2022-03-18 19:38:55,Intel Xeon Platinum 8360Y,1.5,640M,0.097029,49504256.0,200,51,5371000
40685,2022-03-09 21:50:45,AMD EPYC 7643,0.1,512M,0.100622,53915648.0,600,11,11204000
45155,2021-11-12 02:44:28,Intel Xeon Gold 5318Y,3.0,70M,0.309737,57360384.0,300,91,9569000
31460,2022-03-18 04:22:34,Intel Xeon Silver 4310T,0.5,1024M,0.107816,51322880.0,1000,51,5061000
4334,2022-03-18 18:44:00,AMD Ryzen 9 5980HS,1.6,896M,0.153798,48996352.0,400,21,2074000
30349,2021-11-10 20:31:48,Intel Xeon Platinum 8376HL,1.0,73M,0.27908,59813888.0,300,101,10381000
21933,2022-03-16 18:00:13,Intel Xeon Silver 4316,1.6,1024M,0.130375,53387264.0,500,51,5151000
28370,2021-11-13 06:16:39,Intel Xeon Silver 4314,3.5,67M,0.419847,60477440.0,600,21,1930000
15396,2022-03-19 05:13:53,AMD EPYC 7643,0.6,128M,0.227075,49647616.0,800,31,3010000
15904,2022-03-17 14:29:29,AMD EPYC 7513,1.8,512M,0.024741,46178304.0,100,41,4124000
9453,2022-03-18 20:35:45,Intel Xeon Gold 5320H,1.4,256M,0.022678,47271936.0,100,41,3815000
27866,2021-11-11 03:06:46,Intel Xeon Platinum 8351N,2.5,72M,0.3645,62418944.0,800,81,7762000
8673,2021-11-12 06:37:44,Intel Xeon Gold 6338N,3.0,68M,0.366994,51318784.0,500,41,3617000
8460,2021-11-12 21:41:47,AMD EPYC 7713,3.5,71M,0.273424,54853632.0,200,31,2951000
17677,2021-11-15 09:43:22,Intel Core i3-10105T,3.5,72M,0.349371,62095360.0,500,31,3082000
33436,2022-03-11 15:01:42,Intel Pentium Gold G6605,1.6,1024M,0.151103,52146176.0,300,51,4578000
13939,2021-11-11 23:55:40,Intel Core i3-10305,1.5,69M,0.24957,50569216.0,200,71,6487000
38713,2022-03-09 13:32:46,AMD EPYC 7343,0.1,768M,0.093064,43651072.0,100,21,35995000
37143,2021-11-13 23:51:03,AMD EPYC 72F3,2.5,67M,0.276149,56131584.0,200,21,1903000
15227,2022-03-19 00:27:44,AMD Ryzen 7 5800H,1.1,384M,0.211263,49700864.0,1000,31,2956000
47070,2022-03-17 00:45:52,Intel Xeon Platinum 8351N,0.9,512M,0.079981,47636480.0,200,51,4988000
54997,2022-03-18 14:55:48,AMD Ryzen 9 5980HS,2.0,1024M,0.156256,49004544.0,600,21,2032000
26320,2022-03-16 23:05:02,Intel Core i7-11700,1.1,768M,0.123417,51769344.0,600,41,4029000
33580,2022-03-17 02:57:00,Intel Xeon Platinum 8352M,0.7,256M,0.167811,53207040.0,500,11,1072000
38160,2022-03-05 01:59:20,Intel Core i5-11600K,0.1,256M,0.093128,58400768.0,200,71,33923000
32025,2021-11-14 17:57:42,Intel Core i5-11400F,3.0,69M,0.302784,56934400.0,500,101,9885000
55328,2022-03-18 03:07:18,AMD EPYC 7443,0.6,1024M,0.186111,47910912.0,900,21,2056000
26953,2022-03-18 22:35:47,AMD EPYC 7643,1.2,256M,0.037722,48439296.0,200,11,1045000
32903,2022-03-18 01:25:08,Intel Core i7-11700T,0.7,384M,0.05536,46993408.0,200,21,2010000
34869,2022-03-18 02:29:24,Intel Core i3-10105T,0.6,640M,0.151749,47149056.0,300,31,2973000
34074,2021-11-14 04:13:45,Intel Core i3-10305T,2.5,65M,0.340831,56238080.0,500,71,6709000
11403,2022-03-18 04:24:45,AMD EPYC 7413,0.4,512M,0.0,35426304.0,100,1,36000
32893,2022-03-17 05:55:25,Intel Core i5-11400,0.4,256M,0.141293,46370816.0,300,31,2799000
35341,2022-03-19 04:46:27,Intel Core i7-11700K,0.6,128M,0.159453,48168960.0,400,31,2852000
48565,2022-03-19 05:32:41,Intel Pentium Gold G6505,0.6,256M,0.207892,48398336.0,1000,31,2964000
9439,2022-03-16 18:23:01,Intel Xeon Gold 5320H,1.6,1024M,0.152876,52248576.0,900,1,37000
42559,2021-11-16 05:45:02,Intel Xeon Gold 5318H,4.0,72M,0.358835,61468672.0,700,11,972000
5635,2021-10-28 04:57:57,Intel Xeon Gold 6338N,1.5,150M,0.338528,58531840.0,600,61,6162000
7983,2022-03-11 10:14:45,Intel Core i7-11700KF,0.4,384M,0.129638,61411328.0,500,91,10386000
52684,2022-03-16 23:18:42,AMD EPYC 7713,1.1,1024M,0.158971,49999872.0,800,31,3154000
31437,2022-03-18 23:34:56,Intel Xeon Gold 5320T,1.1,384M,0.036145,49975296.0,200,1,36000
49919,2022-03-16 18:14:16,Intel Core i7-11700T,1.6,256M,0.092536,52334592.0,800,1,34000
57077,2021-11-11 09:51:00,Intel Xeon Silver 4309Y,1.0,66M,0.324378,56672256.0,600,71,6422000
54780,2022-03-18 23:11:32,Intel Pentium Gold G6405,1.2,768M,0.171065,50188288.0,800,41,3900000
11724,2022-03-16 17:26:51,AMD EPYC 7313P,1.7,256M,0.169647,48828416.0,900,21,2115000
53368,2022-03-07 09:26:32,Intel Core i3-10305,0.2,128M,0.185813,68194304.0,600,101,11439000
5320,2022-03-17 16:55:28,Intel Core i3-10105T,1.6,128M,0.157993,50868224.0,700,31,3078000
22226,2022-03-17 08:47:13,Intel Core i7-11700K,0.2,512M,0.194759,55476224.0,500,31,11806000
17783,2022-03-17 17:29:38,Intel Core i9-11900T,1.5,896M,0.073478,49143808.0,200,31,2917000
11880,2022-03-16 16:18:21,AMD EPYC 7453,1.8,384M,0.19014,48259072.0,800,21,2127000
11366,2022-03-11 07:27:54,Intel Core i5-11500T,0.3,896M,0.106988,58724352.0,200,101,10260000
11649,2022-03-17 20:24:58,Intel Xeon Gold 5315Y,1.2,384M,0.015303,40153088.0,100,11,1096000
23756,2022-03-17 14:53:05,AMD Ryzen 7 5700G,1.8,128M,0.107572,51404800.0,700,1,35000
58541,2021-11-15 15:01:10,Intel Xeon Platinum 8376HL,3.5,69M,0.237249,51093504.0,200,61,6137000
48836,2022-03-11 17:43:20,Intel Core i7-11700T,1.8,512M,0.217169,50053120.0,900,31,2990000
50474,2021-11-10 11:48:59,AMD EPYC 74F3,0.5,68M,0.445325,63311872.0,600,11,1096000
35776,2022-03-06 11:33:37,Intel Core i7-11700,0.1,768M,0.100531,65871872.0,900,41,22523000
54729,2022-03-07 05:09:44,Intel Core i7-11700,0.2,640M,0.085677,57044992.0,100,61,9193000
38276,2022-03-19 01:51:41,AMD EPYC 73F3,0.9,128M,0.164579,50130944.0,500,51,5070000
37027,2022-03-18 08:08:34,AMD Ryzen 9 5900HX,0.2,512M,0.194948,58253312.0,800,41,8826000
48993,2021-11-03 07:24:36,Intel Core i5-11400F,0.5,75M,0.465397,65110016.0,700,61,8097000
29046,2022-03-17 21:30:38,AMD EPYC 7643,1.1,768M,0.118133,50950144.0,300,21,1879000
35115,2022-03-16 22:40:54,AMD EPYC 7313P,1.2,768M,0.101662,53194752.0,1000,51,4965000
39381,2022-03-07 04:17:23,Intel Core i3-10105,0.1,1024M,0.100666,66682880.0,800,41,20293000
40549,2022-03-07 18:57:00,Intel Xeon Gold 6328H,0.1,1024M,0.092922,56672256.0,200,61,69207000
43156,2022-03-18 23:48:06,Intel Core i5-11600,1.1,640M,0.158421,44826624.0,500,21,2001000
42434,2022-03-17 06:06:11,Intel Core i9-11900K,0.4,640M,0.133058,49799168.0,500,41,4194000
46074,2022-03-17 08:01:28,Intel Core i5-11600KF,0.2,1024M,0.039476,54157312.0,100,51,5000000
50114,2021-11-09 21:21:39,Intel Xeon Platinum 8352S,0.5,70M,0.16604,57466880.0,100,91,9934000
57890,2022-03-17 21:53:59,AMD EPYC 7313P,1.1,512M,0.183403,51949568.0,700,41,3827000
30339,2021-11-12 00:42:58,Intel Xeon Gold 6330,3.0,71M,0.045755,46354432.0,100,41,4010000
49894,2022-03-16 21:02:42,Intel Xeon Platinum 8362,1.3,1024M,0.139893,47751168.0,600,21,2016000
32620,2022-03-18 05:32:06,Intel Core i5-11600K,0.3,384M,0.093345,48656384.0,200,41,3916000
10790,2022-03-11 16:57:12,AMD Ryzen 7 5800HS,1.8,1024M,0.021102,42299392.0,100,31,3292000
41426,2022-03-19 01:29:36,Intel Xeon Gold 5320,1.0,1024M,0.122077,49713152.0,1000,41,3926000
24117,2022-03-11 10:58:01,Intel Xeon Platinum 8376H,0.4,1024M,0.108449,60313600.0,800,71,8147000
12707,2022-03-18 04:00:55,Intel Xeon Gold 5318H,0.5,384M,0.163825,48250880.0,800,31,2915000
22251,2022-03-19 02:11:00,Intel Xeon Gold 6336Y,0.9,768M,0.260911,49225728.0,800,31,3006000
16623,2021-11-16 10:54:29,Intel Xeon Gold 6314U,4.0,69M,0.321322,55586816.0,500,61,6034000
2002,2022-03-18 20:36:05,Intel Xeon Gold 6328HL,1.4,1024M,0.027912,44748800.0,100,51,4939000
28256,2022-03-11 00:52:03,AMD EPYC 7313P,0.2,768M,0.200175,59387904.0,800,11,4804000
30737,2022-03-16 19:24:06,Intel Xeon Silver 4309Y,1.5,640M,0.185853,51810304.0,900,11,1072000
15573,2021-11-11 03:26:14,Intel Core i3-10305T,1.0,70M,0.393856,63508480.0,1000,1,42000
31152,2021-11-10 17:03:27,AMD EPYC 72F3,1.0,75M,0.344348,61255680.0,600,21,2099000
8843,2021-11-10 04:37:05,AMD Ryzen 5 5500U,1.0,68M,0.588683,62500864.0,200,21,2258000
46112,2021-11-06 16:37:22,Intel Xeon Gold 6330H,4.0,95M,0.416039,65462272.0,1000,21,2021000
42627,2021-11-09 23:07:00,Intel Xeon Platinum 8353H,0.5,73M,0.481852,68014080.0,900,1,95000
15860,2021-11-05 01:11:58,AMD EPYC 73F3,2.0,70M,0.334676,63168512.0,1000,101,10500000
46697,2022-03-17 22:07:57,Intel Xeon Platinum 8376H,1.1,128M,0.173044,49811456.0,900,21,1977000
14426,2022-03-17 21:46:55,AMD EPYC 7343,1.1,640M,0.187519,49307648.0,600,31,3035000
22421,2022-03-17 22:36:42,AMD EPYC 75F3,1.0,384M,0.139806,51122176.0,400,51,5226000
13848,2022-03-18 05:33:55,Intel Xeon Gold 5320,0.3,1024M,0.12435,49975296.0,300,11,1016000
13502,2021-10-28 14:35:25,Intel Core i5-11400T,2.5,200M,0.361139,57061376.0,700,51,5278000
14347,2022-03-18 03:07:18,Intel Core i9-11900T,0.6,896M,0.184899,48513024.0,900,21,2050000
35702,2022-03-19 08:11:57,Intel Core i9-11900F,0.3,640M,0.135282,52260864.0,600,51,4973000
17085,2022-03-16 18:42:38,Intel Xeon Platinum 8380HL,1.5,128M,0.0,43438080.0,100,21,2089000
44550,2021-11-11 14:06:05,Intel Xeon Gold 6336Y,1.5,75M,0.357057,63975424.0,800,101,9727000
49086,2022-03-19 03:34:31,AMD EPYC 72F3,0.7,896M,0.0,8843264.0,100,11,1079000
30269,2021-10-29 10:26:59,AMD EPYC 7513,4.0,100M,0.062435,52191232.0,100,51,5167000
6405,2022-03-19 09:00:54,AMD EPYC 7313P,0.2,640M,0.16909,55521280.0,200,51,18803000
10133,2021-11-11 07:32:03,Intel Xeon Platinum 8352M,2.5,69M,0.285867,59899904.0,300,1,37000
14992,2022-03-18 02:39:39,Intel Xeon Silver 4310T,0.6,896M,0.146392,49233920.0,500,41,4089000
9500,2022-03-18 14:53:00,Intel Xeon Gold 6338N,2.0,256M,0.129589,51036160.0,500,51,5227000
35120,2021-11-11 00:35:56,Intel Xeon Gold 6346,1.0,71M,0.303198,58658816.0,500,91,8834000
6077,2022-03-16 19:49:53,Intel Core i9-11900,1.4,768M,0.098332,50282496.0,300,51,5170000
32734,2021-11-13 06:36:50,AMD Ryzen 3 5300G,2.0,65M,0.655093,58634240.0,800,11,1042000
45846,2021-11-16 03:24:14,Intel Xeon Gold 6336Y,4.0,73M,0.336057,55947264.0,400,51,4999000
13191,2022-03-18 01:08:04,Intel Xeon Platinum 8360HL,0.8,768M,0.174406,49119232.0,900,31,3003000
40250,2022-03-18 20:42:30,Intel Core i9-11900K,1.4,896M,0.131199,48267264.0,300,51,4867000
30387,2021-11-08 16:54:43,Intel Pentium Gold G6505T,0.5,80M,0.486746,69894144.0,1000,91,15387000
41035,2021-10-28 17:23:05,AMD EPYC 7313P,2.5,100M,0.0,35446784.0,100,1,39000
29662,2021-10-26 22:00:31,AMD Ryzen 9 5980HS,0.5,400M,0.093267,54763520.0,100,71,7562000
2134,2021-11-14 00:11:20,Intel Core i7-11700,2.5,67M,0.361294,59719680.0,400,101,9719000
16464,2022-03-17 15:09:45,Intel Core i5-11500T,1.8,896M,0.156445,48009216.0,900,11,1059000
43504,2021-11-05 03:50:17,Intel Pentium Gold G6405,2.5,90M,0.359523,58011648.0,500,51,5227000
33103,2022-03-11 08:05:24,Intel Xeon Gold 6312U,0.3,768M,0.214223,54878208.0,600,31,3110000
17399,2021-11-10 09:28:00,Intel Xeon Platinum 8351N,0.5,69M,0.318185,60305408.0,400,61,6688000
9567,2022-03-16 19:47:13,Intel Xeon Gold 6346,1.4,768M,0.104535,48988160.0,300,11,1090000
15642,2021-11-03 09:22:30,AMD EPYC 7763,0.5,70M,0.408542,55414784.0,500,31,3119000
50691,2022-03-18 23:56:17,AMD EPYC 73F3,1.1,640M,0.180677,47702016.0,600,41,4024000
22991,2022-03-10 23:46:03,Intel Core i7-11700KF,0.2,128M,0.2017,60731392.0,700,31,18726000
53900,2022-03-17 00:41:43,Intel Xeon Gold 5320H,0.9,640M,0.0,40349696.0,100,11,1081000
1224,2021-11-05 02:28:42,Intel Core i9-11900KF,2.5,95M,0.408326,61812736.0,800,11,1099000
5143,2022-03-17 17:03:32,Intel Xeon Gold 6348H,1.6,384M,0.193226,50573312.0,800,31,2940000
7709,2021-11-15 23:25:52,Intel Core i5-11600K,4.0,75M,0.244505,52957184.0,200,71,6542000
638,2022-03-07 18:28:36,Intel Xeon Gold 5317,0.1,256M,0.096585,52277248.0,100,61,23194000
53863,2022-03-19 05:39:55,AMD EPYC 7313P,0.5,384M,0.045337,50008064.0,200,1,111000
21088,2022-03-17 17:28:12,Intel Pentium Gold G6505,1.5,256M,0.026429,51859456.0,200,1,37000
41084,2022-03-17 02:52:50,AMD Ryzen 5 5600G,0.7,256M,0.155047,50921472.0,400,21,2008000
7733,2022-03-17 07:05:00,Intel Xeon Gold 5320H,0.3,384M,0.125771,49213440.0,400,41,3941000
27263,2022-03-19 08:14:59,Intel Xeon Silver 4310T,0.3,256M,0.183697,51363840.0,700,11,1080000
26221,2022-03-11 15:14:47,Intel Xeon Silver 4309Y,1.6,640M,0.196233,47927296.0,600,21,2117000
26509,2022-03-18 00:43:45,Intel Xeon Gold 5317,0.8,640M,0.136526,48685056.0,600,21,1917000
19974,2022-03-17 19:32:58,Intel Xeon Gold 6354,1.3,512M,0.109922,49455104.0,300,41,3966000
41610,2021-11-14 21:52:40,AMD Ryzen 5 5500U,3.0,67M,0.554111,54808576.0,700,31,2846000
36261,2022-03-11 17:36:06,Intel Core i3-10105F,1.8,768M,0.186408,50933760.0,800,41,4262000
20368,2021-11-15 13:15:49,Intel Core i7-11700K,3.5,70M,0.324525,56209408.0,300,81,8238000
7447,2022-03-06 08:19:20,Intel Xeon Gold 6328HL,0.1,896M,0.098958,68452352.0,600,71,31296000
56791,2022-03-06 05:59:47,Intel Pentium Gold G6405T,0.1,640M,0.10051,70160384.0,600,101,53444000
54146,2021-11-08 18:33:40,AMD EPYC 7543P,0.5,79M,0.467125,61964288.0,800,41,5512000
3381,2022-03-07 12:44:29,Intel Core i7-11700,0.2,640M,0.178398,67276800.0,800,61,6527000
27830,2021-11-12 10:03:00,Intel Xeon Platinum 8362,2.0,75M,0.3586,55275520.0,400,51,5132000
28239,2021-11-04 06:21:03,Intel Pentium Gold G6405T,1.5,80M,0.332384,63799296.0,600,101,10553000
28210,2021-11-06 07:30:36,Intel Core i3-10305,3.5,80M,0.332507,62926848.0,500,21,2152000
23306,2022-03-18 19:56:26,Intel Xeon Platinum 8354H,1.5,640M,0.183281,50151424.0,600,31,2949000
16547,2021-10-28 13:50:43,AMD EPYC 7313P,2.5,200M,0.276305,57794560.0,300,21,2114000
19906,2021-11-09 16:52:12,AMD EPYC 7543,0.5,75M,0.487356,68587520.0,900,91,20064000
32237,2022-03-19 08:04:00,Intel Xeon Gold 5318Y,0.3,896M,0.147282,51322880.0,500,41,4006000
56372,2021-11-12 13:46:27,Intel Core i5-11500T,3.5,75M,0.099218,55451648.0,100,81,7726000
12679,2022-03-18 01:27:01,Intel Xeon Gold 6348,0.7,384M,0.089294,48562176.0,300,1,35000
36702,2022-03-19 04:55:57,Intel Xeon Gold 5320T,0.6,384M,0.168493,50757632.0,600,11,1040000
31562,2022-03-17 09:50:13,AMD Ryzen 3 5300G,0.2,384M,0.200049,55787520.0,800,11,4307000
54173,2022-03-16 23:15:45,AMD EPYC 7513,1.1,768M,0.175069,51515392.0,800,11,1083000
6799,2021-11-10 02:15:26,Intel Xeon Gold 6328H,0.5,72M,0.450535,57888768.0,900,31,4091000
35248,2022-03-19 06:06:16,Intel Core i9-11900F,0.5,640M,0.211528,46813184.0,700,21,2032000
10830,2022-03-19 01:42:33,Intel Xeon Platinum 8352S,0.9,640M,0.158067,48308224.0,400,11,1034000
38432,2022-03-17 21:09:57,Intel Xeon Platinum 8358P,1.2,1024M,0.172839,50180096.0,900,31,2994000
35042,2021-11-03 12:26:26,Intel Xeon Gold 6328HL,1.0,95M,0.318175,62906368.0,800,81,8671000
10515,2022-03-16 17:15:23,AMD Ryzen 7 5800HS,1.7,128M,0.130022,52215808.0,800,1,35000
42554,2022-03-11 07:24:40,Intel Xeon Platinum 8351N,0.3,640M,0.140909,58458112.0,200,31,3386000
31258,2021-11-12 20:53:21,Intel Xeon Platinum 8352S,2.0,70M,0.430835,61988864.0,900,91,9202000
13982,2022-03-11 08:02:37,Intel Pentium Gold G6505,0.3,1024M,0.182271,63963136.0,600,1,130000
34407,2021-10-28 01:55:35,AMD EPYC 72F3,1.0,100M,0.288919,64598016.0,900,91,9165000
11374,2022-03-18 00:11:38,AMD Ryzen 5 5600G,0.9,128M,0.107269,50692096.0,900,51,5223000
35549,2022-03-16 23:24:07,Intel Xeon Gold 6326,1.1,640M,0.163748,48467968.0,900,11,1028000
10301,2022-03-16 13:43:07,Intel Xeon Platinum 8380H,2.0,640M,0.011029,49131520.0,100,21,2022000
11614,2022-03-07 09:39:12,AMD EPYC 7443,0.2,256M,0.132082,54644736.0,100,91,18745000
13228,2022-03-09 13:54:12,Intel Core i9-11900F,0.1,768M,0.096926,56287232.0,100,81,194018000
45715,2022-03-18 02:08:21,Intel Xeon Gold 5317,0.7,896M,0.172866,49094656.0,900,31,2970000
11071,2022-03-17 01:00:19,AMD EPYC 7313P,0.9,768M,0.096398,51740672.0,600,1,37000
22316,2022-03-16 22:42:42,Intel Xeon Gold 6328H,1.1,1024M,0.020943,46489600.0,100,31,3334000
7509,2022-03-11 14:26:11,Intel Core i7-11700F,1.5,384M,0.182316,48259072.0,300,31,2611000
39416,2022-03-05 02:14:54,Intel Core i5-11500T,0.1,256M,0.100591,61706240.0,1000,21,11599000
55681,2022-03-16 23:59:35,Intel Core i5-11600KF,1.0,768M,0.123704,49455104.0,500,51,5048000
47502,2021-11-14 00:51:56,Intel Pentium Gold G6505T,2.5,67M,0.407969,61214720.0,700,101,10079000
33699,2022-03-18 06:41:23,AMD EPYC 7313P,0.2,512M,0.109782,49479680.0,200,41,3995000
13613,2022-03-18 05:39:26,AMD Ryzen 9 5900HX,0.3,128M,0.137767,46444544.0,400,21,2109000
58303,2022-03-17 04:14:40,Intel Core i5-11400T,0.6,384M,0.184816,48590848.0,700,41,4108000
5566,2021-11-10 15:29:06,Intel Xeon Gold 6346,0.5,63M,0.393923,54902784.0,300,41,5020000
5502,2021-11-10 16:35:04,Intel Core i9-11900,1.0,75M,0.280145,53284864.0,300,31,3078000
20888,2021-11-12 17:39:28,Intel Xeon Gold 5318Y,3.5,73M,0.390547,59699200.0,200,91,8227000
24946,2022-03-18 16:39:56,Intel Xeon Gold 5315Y,1.8,384M,0.129427,47714304.0,300,11,1017000
1437,2021-11-12 04:57:36,AMD EPYC 73F3,3.0,69M,0.373636,51445760.0,600,21,1997000
50853,2021-11-15 07:38:33,Intel Xeon Platinum 8352V,3.5,73M,0.269854,61444096.0,300,101,10636000
33299,2022-03-18 04:05:29,Intel Xeon Gold 5315Y,0.5,640M,0.180911,49872896.0,900,1,52000
10768,2021-11-13 16:06:10,Intel Xeon Gold 6312U,2.5,71M,0.314038,57683968.0,300,21,1970000
49808,2021-11-15 10:01:27,Intel Core i7-11700K,3.5,72M,0.352141,62529536.0,600,91,9149000
36928,2022-03-18 06:43:43,AMD Ryzen 7 5800HS,0.2,896M,0.150061,53379072.0,300,1,115000
22231,2022-03-05 16:46:23,Intel Core i3-10105,0.1,512M,0.093252,55029760.0,200,51,27198000
39557,2022-03-18 16:04:29,Intel Xeon Platinum 8358P,1.9,640M,0.197864,49954816.0,700,41,3724000
40858,2021-10-27 22:49:22,Intel Core i3-10305T,1.0,150M,0.279936,57860096.0,300,91,8826000
53032,2021-11-13 11:48:11,Intel Core i5-11400T,4.0,75M,0.427455,57552896.0,700,51,4870000
9812,2022-03-11 11:13:06,AMD EPYC 7453,0.5,512M,0.0524,52228096.0,200,81,8861000
44872,2021-11-16 10:24:38,AMD Ryzen 7 5800H,4.0,69M,0.0,39534592.0,100,21,1988000
16263,2021-11-10 00:32:01,Intel Xeon Platinum 8352S,1.0,75M,0.121988,54800384.0,200,1,45000
7034,2021-11-16 04:18:33,Intel Xeon Silver 4316,4.0,73M,0.333337,63250432.0,800,91,8815000
42382,2022-03-19 03:23:33,Intel Xeon Gold 5320T,0.8,768M,0.120263,51068928.0,900,51,5065000
30359,2021-11-14 01:50:58,Intel Xeon Platinum 8362,2.5,66M,0.038661,41385984.0,100,31,2829000
57813,2022-03-17 01:49:51,AMD EPYC 7313,0.8,128M,0.115292,51531776.0,300,51,5272000
3217,2021-11-13 06:53:33,Intel Xeon Platinum 8358,3.5,67M,0.390004,62173184.0,800,81,7866000
175,2021-10-29 10:32:34,AMD EPYC 7543,4.0,100M,0.274801,58683392.0,200,91,9070000
49174,2021-11-03 20:28:34,Intel Core i9-11900T,1.0,75M,0.332709,60293120.0,900,61,6373000
42558,2022-03-19 10:46:35,Intel Core i9-11900K,0.2,384M,0.200334,52121600.0,900,11,3182000
48978,2022-03-09 15:41:28,Intel Xeon Platinum 8356H,0.1,1024M,0.100467,55521280.0,300,41,80199000
54731,2022-03-18 23:36:54,Intel Xeon Gold 5315Y,1.1,1024M,0.09805,46329856.0,200,41,3777000
744,2021-11-11 03:38:14,Intel Core i7-11700T,1.0,70M,0.35946,60784640.0,1000,71,6508000
46393,2022-03-17 16:28:37,Intel Xeon Silver 4314,1.6,512M,0.029218,50941952.0,200,1,35000
51705,2022-03-18 22:34:19,Intel Xeon Gold 6328H,1.2,768M,0.018591,42307584.0,100,31,3234000
48477,2022-03-11 16:20:31,AMD EPYC 7453,1.7,768M,0.114856,48906240.0,600,51,5320000
20271,2021-11-03 21:21:07,Intel Xeon Platinum 8358,1.0,70M,0.299722,62267392.0,400,101,10389000
43127,2021-11-10 05:28:38,AMD EPYC 74F3,0.5,71M,0.413297,62091264.0,900,51,6375000
42739,2022-03-16 21:17:04,AMD Ryzen 9 5900HX,1.3,384M,0.183811,47742976.0,800,21,2168000
2570,2021-10-26 22:21:59,Intel Xeon Gold 5320,0.5,400M,0.374407,57409536.0,400,31,3985000
54357,2022-03-17 06:27:24,Intel Xeon Gold 6312U,0.4,1024M,0.177529,49709056.0,800,31,3167000
11845,2021-11-12 06:33:33,Intel Xeon Platinum 8376HL,3.0,68M,0.343287,58159104.0,400,101,10024000
35287,2021-11-04 07:54:59,Intel Xeon Gold 6338T,1.5,75M,0.290979,60174336.0,400,101,10711000
50144,2022-03-18 04:07:08,Intel Xeon Gold 6326,0.5,640M,0.208767,48599040.0,900,11,1049000
52708,2021-11-06 05:35:22,Intel Xeon Platinum 8360H,3.5,85M,0.357766,55582720.0,500,31,2929000
47816,2022-03-10 20:42:21,Intel Xeon Gold 6328HL,0.2,640M,0.201199,60968960.0,400,51,37388000
23032,2021-11-11 11:58:17,Intel Xeon Platinum 8351N,2.5,67M,0.361,61767680.0,800,1,40000
41678,2022-03-18 15:44:28,Intel Xeon Gold 5317,1.9,640M,0.163377,48803840.0,400,21,1958000
45030,2021-11-12 13:48:14,AMD EPYC 74F3,2.0,73M,0.354524,57683968.0,500,11,953000
52839,2021-11-12 03:18:33,Intel Core i9-11900K,1.5,68M,0.363298,57864192.0,1000,61,5864000
24104,2022-03-19 04:44:11,AMD EPYC 7513,0.6,512M,0.15032,50745344.0,400,1,79000
7095,2022-03-17 16:51:36,Intel Core i3-10105F,1.6,768M,0.103905,51036160.0,700,1,36000
15426,2022-03-17 10:00:34,Intel Xeon Gold 6330,0.2,256M,0.201472,59666432.0,800,51,25519000
15674,2022-03-11 16:13:22,AMD Ryzen 3 5300G,1.7,128M,0.159261,50270208.0,500,51,4966000
26799,2022-03-11 09:15:26,Intel Core i7-11700F,0.3,128M,0.243786,53932032.0,1000,11,1149000
34342,2022-03-16 22:02:20,Intel Xeon Gold 6338T,1.2,768M,0.137414,48930816.0,600,21,2110000
38848,2022-03-11 07:38:33,Intel Xeon Gold 6348H,0.3,896M,0.181065,64933888.0,400,11,1110000
51225,2021-11-15 14:02:33,Intel Core i9-11900KF,3.5,70M,0.358932,61149184.0,700,101,9590000
44272,2022-03-19 05:58:04,Intel Core i3-10325,0.5,128M,0.160213,50905088.0,600,1,85000
53058,2021-11-14 00:17:18,AMD EPYC 7413,4.0,66M,0.0,45711360.0,100,91,8687000
21455,2022-03-17 00:48:13,AMD EPYC 7543P,0.9,128M,0.148273,48021504.0,300,31,2900000
22511,2022-03-17 02:47:21,Intel Core i3-10105,0.7,128M,0.096717,49483776.0,300,1,36000
